d1,d2,i
DB00324,DB00749,1
DB00324,DB00783,1
DB00324,DB00784,1
DB00324,DB00795,1
DB00324,DB00808,1
DB00324,DB00843,1
DB00324,DB00861,1
DB00324,DB00880,1
DB00324,DB00887,1
DB00324,DB00977,1
DB00324,DB00989,1
DB00324,DB00991,1
DB00324,DB00999,1
DB00324,DB01009,1
DB00324,DB01014,1
DB00324,DB01021,1
DB00324,DB01024,1
DB00324,DB01043,1
DB00324,DB01044,1
DB00324,DB01059,1
DB00324,DB01155,1
DB00324,DB01165,1
DB00324,DB01238,-1
DB00324,DB01250,1
DB00324,DB01377,-1
DB00324,DB01399,1
DB00324,DB01400,1
DB00324,DB01600,1
DB00324,DB01628,1
DB00324,DB02703,1
DB00324,DB02925,1
DB00324,DB04743,1
DB00324,DB04817,1
DB00324,DB06710,1
DB00324,DB06802,1
DB00324,DB07615,1
DB00327,DB00177,-1
DB00327,DB00181,1
DB00327,DB00182,1
DB00327,DB00186,1
DB00327,DB00191,1
DB00327,DB00202,1
DB00327,DB00209,1
DB00327,DB00214,1
DB00327,DB00230,1
DB00327,DB00231,1
DB00327,DB00241,1
DB00327,DB00245,1
DB00327,DB00273,1
DB00327,DB00292,1
DB00327,DB00296,1
DB00327,DB00297,1
DB00327,DB00310,1
DB00327,DB00313,1
DB00327,DB00323,1
DB00327,DB00332,1
DB00327,DB00338,-1
DB00327,DB00341,1
DB00327,DB00356,1
DB00327,DB00363,-1
DB00327,DB00366,1
DB00327,DB00371,1
DB00327,DB00376,1
DB00327,DB00384,1
DB00327,DB00387,1
DB00327,DB00391,1
DB00327,DB00395,1
DB00327,DB00402,1
DB00327,DB00408,1
DB00327,DB00413,1
DB00327,DB00421,1
DB00327,DB00423,1
DB00327,DB00424,1
DB00327,DB00425,1
DB00327,DB00427,1
DB00327,DB00433,1
DB00327,DB00434,1
DB00327,DB00436,1
DB00327,DB00450,1
DB00327,DB00454,1
DB00327,DB00455,1
DB00327,DB00470,1
DB00327,DB00475,1
DB00327,DB00490,1
DB00327,DB00494,1
DB00327,DB00497,1
DB00327,DB00524,1
DB00327,DB00543,1
DB00327,DB00549,-1
DB00327,DB00555,1
DB00327,DB00557,1
DB00327,DB00572,1
DB00327,DB00575,1
DB00327,DB00593,1
DB00327,DB00599,1
DB00327,DB00607,-1
DB00327,DB00611,-1
DB00327,DB00623,1
DB00327,DB00628,1
DB00327,DB00633,1
DB00327,DB00647,1
DB00327,DB00648,-1
DB00327,DB00652,-1
DB00327,DB00656,1
DB00327,DB00660,1
DB00327,DB00670,1
DB00327,DB00679,-1
DB00327,DB00690,1
DB00327,DB00695,1
DB00327,DB00697,1
DB00327,DB00700,1
DB00327,DB00704,-1
DB00327,DB00708,1
DB00327,DB00732,1
DB00327,DB00737,1
DB00327,DB00742,1
DB00327,DB00745,-1
DB00327,DB00747,1
DB00327,DB00753,1
DB00327,DB00780,1
DB00327,DB00802,1
DB00327,DB00804,1
DB00327,DB00808,1
DB00327,DB00809,1
DB00327,DB00810,1
DB00327,DB00813,1
DB00327,DB00818,1
DB00327,DB00819,1
DB00327,DB00829,1
DB00327,DB00831,1
DB00327,DB00842,1
DB00327,DB00844,-1
DB00327,DB00850,1
DB00327,DB00880,1
DB00327,DB00887,1
DB00327,DB00906,1
DB00327,DB00909,1
DB00327,DB00921,1
DB00327,DB00934,1
DB00327,DB00949,1
DB00327,DB00961,1
DB00327,DB00962,1
DB00327,DB00967,1
DB00327,DB00979,1
DB00327,DB00980,1
DB00327,DB00985,1
DB00327,DB00986,1
DB00327,DB00996,1
DB00327,DB00999,1
DB00327,DB01002,1
DB00327,DB01018,1
DB00327,DB01021,1
DB00327,DB01029,-1
DB00327,DB01036,1
DB00327,DB01037,1
DB00327,DB01041,1
DB00327,DB01062,1
DB00327,DB01065,1
DB00327,DB01068,1
DB00327,DB01069,1
DB00327,DB01080,1
DB00327,DB01081,1
DB00327,DB01095,-1
DB00327,DB01100,1
DB00327,DB01106,1
DB00327,DB01114,1
DB00327,DB01156,-1
DB00327,DB01171,1
DB00327,DB01173,1
DB00327,DB01175,1
DB00327,DB01176,1
DB00327,DB01189,1
DB00327,DB01192,1
DB00327,DB01198,1
DB00327,DB01202,1
DB00327,DB01215,1
DB00327,DB01219,1
DB00327,DB01221,1
DB00327,DB01224,1
DB00327,DB01235,1
DB00327,DB01236,1
DB00327,DB01238,1
DB00327,DB01239,1
DB00327,DB01267,1
DB00327,DB01337,1
DB00327,DB01367,1
DB00327,DB01440,1
DB00327,DB01452,1
DB00327,DB01454,1
DB00327,DB01544,1
DB00327,DB01545,1
DB00327,DB01551,1
DB00327,DB01558,1
DB00327,DB01563,1
DB00327,DB01576,1
DB00327,DB01577,1
DB00327,DB01588,1
DB00327,DB01589,1
DB00327,DB01595,1
DB00327,DB01623,1
DB00327,DB02665,1
DB00327,DB02703,1
DB00327,DB02925,1
DB00327,DB04844,1
DB00327,DB05271,1
DB00327,DB06288,1
DB00327,DB06700,1
DB00331,DB00204,1
DB00331,DB00209,-1
DB00331,DB00214,-1
DB00331,DB00218,1
DB00331,DB00244,1
DB00331,DB00271,1
DB00331,DB00273,1
DB00331,DB00294,-1
DB00331,DB00304,-1
DB00331,DB00310,-1
DB00331,DB00351,-1
DB00331,DB00363,-1
DB00331,DB00367,-1
DB00331,DB00436,-1
DB00331,DB00524,-1
DB00331,DB00555,1
DB00331,DB00567,1
DB00331,DB00603,-1
DB00331,DB00621,1
DB00331,DB00624,1
DB00331,DB00627,-1
DB00331,DB00668,-1
DB00331,DB00672,1
DB00331,DB00687,-1
DB00331,DB00695,-1
DB00331,DB00717,-1
DB00331,DB00731,1
DB00331,DB00738,1
DB00331,DB00780,1
DB00331,DB00783,-1
DB00331,DB00808,-1
DB00331,DB00819,1
DB00331,DB00861,1
DB00331,DB00869,1
DB00331,DB00880,-1
DB00331,DB00887,-1
DB00331,DB00977,-1
DB00331,DB00986,1
DB00331,DB00999,-1
DB00331,DB01016,1
DB00331,DB01021,-1
DB00331,DB01037,1
DB00331,DB01044,1
DB00331,DB01059,1
DB00331,DB01067,1
DB00331,DB01120,1
DB00331,DB01155,1
DB00331,DB01156,1
DB00331,DB01165,1
DB00331,DB01171,1
DB00331,DB01175,1
DB00331,DB01194,1
DB00331,DB01224,-1
DB00331,DB01238,-1
DB00331,DB01249,1
DB00331,DB01267,-1
DB00331,DB01362,1
DB00331,DB01367,1
DB00331,DB01380,-1
DB00331,DB01406,-1
DB00331,DB01590,-1
DB00331,DB02546,-1
DB00331,DB02665,1
DB00331,DB04574,-1
DB00331,DB06700,1
DB00331,DB06710,1
DB00332,DB00209,1
DB00332,DB00245,1
DB00332,DB00273,1
DB00332,DB00310,1
DB00332,DB00327,1
DB00332,DB00358,-1
DB00332,DB00363,-1
DB00332,DB00376,1
DB00332,DB00387,1
DB00332,DB00391,-1
DB00332,DB00424,1
DB00332,DB00436,1
DB00332,DB00454,1
DB00332,DB00470,1
DB00332,DB00497,1
DB00332,DB00524,1
DB00332,DB00545,-1
DB00332,DB00572,1
DB00332,DB00607,-1
DB00332,DB00611,1
DB00332,DB00647,1
DB00332,DB00648,-1
DB00332,DB00652,1
DB00332,DB00670,1
DB00332,DB00674,-1
DB00332,DB00679,-1
DB00332,DB00708,1
DB00332,DB00732,1
DB00332,DB00745,-1
DB00332,DB00747,1
DB00332,DB00761,1
DB00332,DB00802,1
DB00332,DB00804,1
DB00332,DB00808,1
DB00332,DB00809,1
DB00332,DB00810,1
DB00332,DB00813,1
DB00332,DB00843,-1
DB00332,DB00844,1
DB00332,DB00880,1
DB00332,DB00921,1
DB00332,DB00967,1
DB00332,DB00979,1
DB00332,DB00986,1
DB00332,DB00989,-1
DB00332,DB00999,1
DB00332,DB01021,1
DB00332,DB01036,1
DB00332,DB01043,-1
DB00332,DB01062,1
DB00332,DB01081,1
DB00332,DB01156,-1
DB00332,DB01173,1
DB00332,DB01192,1
DB00332,DB01337,1
DB00332,DB01400,-1
DB00332,DB01452,1
DB00332,DB01551,1
DB00332,DB02703,1
DB00332,DB06148,1
DB00338,DB00177,-1
DB00338,DB00182,1
DB00338,DB00184,-1
DB00338,DB00197,-1
DB00338,DB00213,-1
DB00338,DB00214,-1
DB00338,DB00216,1
DB00338,DB00231,-1
DB00338,DB00244,-1
DB00338,DB00245,-1
DB00338,DB00255,1
DB00338,DB00273,-1
DB00338,DB00277,-1
DB00338,DB00297,-1
DB00338,DB00300,-1
DB00338,DB00313,-1
DB00338,DB00327,-1
DB00338,DB00363,-1
DB00338,DB00371,-1
DB00338,DB00373,1
DB00338,DB00374,-1
DB00338,DB00379,-1
DB00338,DB00395,-1
DB00338,DB00399,-1
DB00338,DB00402,-1
DB00338,DB00422,1
DB00338,DB00425,-1
DB00338,DB00439,1
DB00338,DB00446,-1
DB00338,DB00454,-1
DB00338,DB00455,-1
DB00338,DB00470,1
DB00338,DB00471,-1
DB00338,DB00499,-1
DB00338,DB00514,-1
DB00338,DB00523,1
DB00338,DB00530,-1
DB00338,DB00531,-1
DB00338,DB00533,-1
DB00338,DB00539,1
DB00338,DB00549,-1
DB00338,DB00555,1
DB00338,DB00568,-1
DB00338,DB00575,1
DB00338,DB00580,-1
DB00338,DB00590,-1
DB00338,DB00604,-1
DB00338,DB00607,-1
DB00338,DB00624,-1
DB00338,DB00630,-1
DB00338,DB00648,-1
DB00338,DB00672,-1
DB00338,DB00679,1
DB00338,DB00709,1
DB00338,DB00710,-1
DB00338,DB00712,-1
DB00338,DB00720,-1
DB00338,DB00731,-1
DB00338,DB00736,-1
DB00338,DB00738,-1
DB00338,DB00742,1
DB00338,DB00744,-1
DB00338,DB00745,-1
DB00338,DB00749,-1
DB00338,DB00751,1
DB00338,DB00755,-1
DB00338,DB00757,-1
DB00338,DB00758,-1
DB00338,DB00783,1
DB00338,DB00784,-1
DB00338,DB00796,-1
DB00338,DB00818,-1
DB00338,DB00829,1
DB00338,DB00843,-1
DB00338,DB00850,-1
DB00338,DB00869,-1
DB00338,DB00882,1
DB00338,DB00884,-1
DB00338,DB00918,-1
DB00338,DB00921,-1
DB00338,DB00927,-1
DB00338,DB00943,-1
DB00338,DB00969,-1
DB00338,DB00973,1
DB00338,DB00977,1
DB00338,DB00980,-1
DB00338,DB00983,-1
DB00338,DB00988,-1
DB00338,DB00991,-1
DB00338,DB01009,-1
DB00338,DB01016,-1
DB00338,DB01018,-1
DB00338,DB01024,-1
DB00338,DB01029,-1
DB00338,DB01030,1
DB00338,DB01036,-1
DB00338,DB01037,-1
DB00338,DB01041,-1
DB00338,DB01060,-1
DB00338,DB01065,-1
DB00338,DB01067,-1
DB00338,DB01077,-1
DB00338,DB01095,-1
DB00338,DB01120,-1
DB00338,DB01129,-1
DB00338,DB01132,-1
DB00338,DB01156,-1
DB00338,DB01166,1
DB00338,DB01171,-1
DB00338,DB01175,1
DB00338,DB01177,-1
DB00338,DB01181,-1
DB00338,DB01183,1
DB00338,DB01184,1
DB00338,DB01193,1
DB00338,DB01198,-1
DB00338,DB01202,1
DB00338,DB01203,1
DB00338,DB01221,-1
DB00338,DB01224,1
DB00338,DB01238,-1
DB00338,DB01240,-1
DB00338,DB01259,-1
DB00338,DB01261,1
DB00338,DB01274,-1
DB00338,DB01296,-1
DB00338,DB01394,1
DB00338,DB01396,1
DB00338,DB01544,-1
DB00338,DB01558,-1
DB00338,DB01559,-1
DB00338,DB01576,1
DB00338,DB01589,-1
DB00338,DB01590,1
DB00338,DB01628,-1
DB00338,DB02703,1
DB00338,DB03783,-1
DB00338,DB05109,-1
DB00338,DB06701,1
DB00339,DB00277,-1
DB00339,DB00300,-1
DB00339,DB00379,-1
DB00339,DB00607,-1
DB00339,DB00648,-1
DB00339,DB00745,-1
DB00339,DB02703,1
DB00341,DB00181,1
DB00341,DB00182,-1
DB00341,DB00186,1
DB00341,DB00191,-1
DB00341,DB00230,1
DB00341,DB00231,1
DB00341,DB00241,1
DB00341,DB00273,1
DB00341,DB00292,1
DB00341,DB00296,1
DB00341,DB00297,1
DB00341,DB00313,1
DB00341,DB00323,1
DB00341,DB00327,1
DB00341,DB00356,1
DB00341,DB00363,1
DB00341,DB00366,1
DB00341,DB00371,1
DB00341,DB00391,1
DB00341,DB00395,1
DB00341,DB00402,1
DB00341,DB00408,1
DB00341,DB00413,1
DB00341,DB00423,1
DB00341,DB00425,1
DB00341,DB00427,1
DB00341,DB00433,1
DB00341,DB00434,1
DB00341,DB00450,1
DB00341,DB00454,1
DB00341,DB00455,1
DB00341,DB00470,1
DB00341,DB00475,1
DB00341,DB00490,1
DB00341,DB00494,1
DB00341,DB00497,1
DB00341,DB00543,1
DB00341,DB00555,1
DB00341,DB00557,1
DB00341,DB00575,1
DB00341,DB00593,1
DB00341,DB00599,1
DB00341,DB00611,1
DB00341,DB00623,1
DB00341,DB00628,1
DB00341,DB00633,1
DB00341,DB00647,1
DB00341,DB00652,1
DB00341,DB00656,1
DB00341,DB00660,1
DB00341,DB00679,1
DB00341,DB00690,1
DB00341,DB00697,1
DB00341,DB00708,1
DB00341,DB00737,1
DB00341,DB00747,1
DB00341,DB00753,1
DB00341,DB00802,1
DB00341,DB00813,1
DB00341,DB00818,1
DB00341,DB00829,1
DB00341,DB00831,1
DB00341,DB00842,1
DB00341,DB00844,1
DB00341,DB00850,1
DB00341,DB00906,1
DB00341,DB00909,1
DB00341,DB00921,1
DB00341,DB00934,1
DB00341,DB00949,1
DB00341,DB00961,1
DB00341,DB00962,1
DB00341,DB00967,1
DB00341,DB00980,1
DB00341,DB00985,1
DB00341,DB00996,1
DB00341,DB01002,1
DB00341,DB01018,1
DB00341,DB01041,1
DB00341,DB01065,1
DB00341,DB01068,1
DB00341,DB01069,1
DB00341,DB01080,1
DB00341,DB01081,1
DB00341,DB01100,1
DB00341,DB01106,1
DB00341,DB01114,1
DB00341,DB01173,1
DB00341,DB01175,1
DB00341,DB01176,1
DB00341,DB01189,1
DB00341,DB01192,1
DB00341,DB01198,1
DB00341,DB01202,1
DB00341,DB01215,1
DB00341,DB01219,1
DB00341,DB01221,1
DB00341,DB01224,1
DB00341,DB01235,1
DB00341,DB01236,1
DB00341,DB01238,1
DB00341,DB01239,1
DB00341,DB01267,1
DB00341,DB01440,1
DB00341,DB01452,1
DB00341,DB01454,-1
DB00341,DB01544,1
DB00341,DB01545,1
DB00341,DB01551,1
DB00341,DB01558,1
DB00341,DB01563,1
DB00341,DB01576,-1
DB00341,DB01577,-1
DB00341,DB01588,1
DB00341,DB01589,1
DB00341,DB01595,1
DB00341,DB01623,1
DB00341,DB02665,1
DB00341,DB04844,1
DB00341,DB05271,1
DB00341,DB06288,1
DB00341,DB06698,-1
DB00341,DB06700,1
DB00346,DB00177,1
DB00346,DB00178,1
DB00346,DB00204,1
DB00346,DB00211,-1
DB00346,DB00214,1
DB00346,DB00218,1
DB00346,DB00230,1
DB00346,DB00261,1
DB00346,DB00275,1
DB00346,DB00278,1
DB00346,DB00310,1
DB00346,DB00350,1
DB00346,DB00363,1
DB00346,DB00373,1
DB00346,DB00374,1
DB00346,DB00381,1
DB00346,DB00388,-1
DB00346,DB00393,1
DB00346,DB00401,1
DB00346,DB00436,1
DB00346,DB00450,1
DB00346,DB00489,1
DB00346,DB00492,1
DB00346,DB00519,1
DB00346,DB00521,1
DB00346,DB00524,1
DB00346,DB00528,1
DB00346,DB00539,1
DB00346,DB00542,1
DB00346,DB00555,1
DB00346,DB00556,1
DB00346,DB00568,1
DB00346,DB00575,1
DB00346,DB00590,1
DB00346,DB00604,1
DB00346,DB00607,-1
DB00346,DB00612,1
DB00346,DB00648,-1
DB00346,DB00654,1
DB00346,DB00679,1
DB00346,DB00727,1
DB00346,DB00738,1
DB00346,DB00745,-1
DB00346,DB00757,1
DB00346,DB00796,1
DB00346,DB00808,1
DB00346,DB00820,1
DB00346,DB00862,1
DB00346,DB00869,1
DB00346,DB00880,1
DB00346,DB00884,1
DB00346,DB00889,1
DB00346,DB00960,1
DB00346,DB00966,1
DB00346,DB00968,1
DB00346,DB00996,1
DB00346,DB00999,1
DB00346,DB01018,1
DB00346,DB01021,1
DB00346,DB01029,1
DB00346,DB01054,1
DB00346,DB01100,1
DB00346,DB01155,1
DB00346,DB01162,1
DB00346,DB01165,1
DB00346,DB01175,1
DB00346,DB01182,1
DB00346,DB01184,1
DB00346,DB01193,1
DB00346,DB01195,1
DB00346,DB01203,1
DB00346,DB01224,1
DB00346,DB01240,1
DB00346,DB01244,1
DB00346,DB01261,1
DB00346,DB01267,1
DB00346,DB01275,1
DB00346,DB01427,1
DB00346,DB02703,1
DB00346,DB04743,1
DB00346,DB04844,1
DB00346,DB04861,1
DB00346,DB04876,1
DB00346,DB05265,1
DB00346,DB06694,1
DB00346,DB06712,1
DB00346,DB07615,1
DB00350,DB00177,1
DB00350,DB00178,1
DB00350,DB00214,1
DB00350,DB00275,1
DB00350,DB00310,1
DB00350,DB00346,1
DB00350,DB00374,1
DB00350,DB00381,1
DB00350,DB00384,1
DB00350,DB00393,1
DB00350,DB00401,1
DB00350,DB00421,1
DB00350,DB00422,-1
DB00350,DB00436,1
DB00350,DB00489,1
DB00350,DB00492,1
DB00350,DB00519,1
DB00350,DB00521,1
DB00350,DB00524,1
DB00350,DB00528,1
DB00350,DB00542,1
DB00350,DB00590,1
DB00350,DB00599,1
DB00350,DB00612,1
DB00350,DB00633,1
DB00350,DB00654,1
DB00350,DB00697,1
DB00350,DB00700,1
DB00350,DB00727,1
DB00350,DB00742,1
DB00350,DB00780,1
DB00350,DB00796,1
DB00350,DB00806,1
DB00350,DB00808,1
DB00350,DB00819,1
DB00350,DB00820,1
DB00350,DB00862,1
DB00350,DB00880,1
DB00350,DB00883,1
DB00350,DB00887,1
DB00350,DB00960,1
DB00350,DB00966,1
DB00350,DB00968,1
DB00350,DB00999,1
DB00350,DB01018,1
DB00350,DB01020,1
DB00350,DB01021,1
DB00350,DB01029,1
DB00350,DB01032,1
DB00350,DB01037,1
DB00350,DB01054,1
DB00350,DB01143,1
DB00350,DB01162,1
DB00350,DB01171,1
DB00350,DB01193,1
DB00350,DB01203,1
DB00350,DB01210,1
DB00350,DB01224,1
DB00350,DB01235,1
DB00350,DB01238,1
DB00350,DB01240,1
DB00350,DB01244,1
DB00350,DB01275,1
DB00350,DB01367,1
DB00350,DB04861,1
DB00350,DB06694,1
DB00350,DB06712,1
DB00351,DB00197,-1
DB00351,DB00204,1
DB00351,DB00216,1
DB00351,DB00255,1
DB00351,DB00278,-1
DB00351,DB00284,-1
DB00351,DB00331,-1
DB00351,DB00363,1
DB00351,DB00373,1
DB00351,DB00419,-1
DB00351,DB00439,1
DB00351,DB00491,-1
DB00351,DB00523,1
DB00351,DB00530,1
DB00351,DB00531,1
DB00351,DB00539,1
DB00351,DB00555,1
DB00351,DB00575,1
DB00351,DB00672,-1
DB00351,DB00709,1
DB00351,DB00731,-1
DB00351,DB00742,1
DB00351,DB00751,1
DB00351,DB00758,1
DB00351,DB00783,1
DB00351,DB00829,1
DB00351,DB00882,1
DB00351,DB00973,1
DB00351,DB00977,1
DB00351,DB01016,-1
DB00351,DB01030,1
DB00351,DB01067,-1
DB00351,DB01120,-1
DB00351,DB01132,-1
DB00351,DB01183,1
DB00351,DB01184,1
DB00351,DB01193,1
DB00351,DB01202,1
DB00351,DB01203,1
DB00351,DB01224,1
DB00351,DB01251,-1
DB00351,DB01252,-1
DB00351,DB01261,-1
DB00351,DB01394,1
DB00351,DB01396,-1
DB00351,DB01590,1
DB00351,DB04876,-1
DB00351,DB04878,-1
DB00352,DB00244,-1
DB00352,DB00363,1
DB00352,DB00531,1
DB00352,DB00795,-1
DB00352,DB01014,-1
DB00352,DB01250,-1
DB00352,DB01396,-1
DB00352,DB04817,1
DB00356,DB00181,1
DB00356,DB00184,-1
DB00356,DB00186,1
DB00356,DB00230,1
DB00356,DB00231,1
DB00356,DB00241,1
DB00356,DB00273,1
DB00356,DB00277,-1
DB00356,DB00292,1
DB00356,DB00296,1
DB00356,DB00297,1
DB00356,DB00300,-1
DB00356,DB00313,1
DB00356,DB00323,1
DB00356,DB00327,1
DB00356,DB00341,1
DB00356,DB00363,-1
DB00356,DB00366,1
DB00356,DB00371,1
DB00356,DB00379,-1
DB00356,DB00391,1
DB00356,DB00395,1
DB00356,DB00402,1
DB00356,DB00408,1
DB00356,DB00413,1
DB00356,DB00423,1
DB00356,DB00425,1
DB00356,DB00427,1
DB00356,DB00433,1
DB00356,DB00434,1
DB00356,DB00450,1
DB00356,DB00454,1
DB00356,DB00455,1
DB00356,DB00470,1
DB00356,DB00475,1
DB00356,DB00490,1
DB00356,DB00494,1
DB00356,DB00497,1
DB00356,DB00543,1
DB00356,DB00555,1
DB00356,DB00557,1
DB00356,DB00575,1
DB00356,DB00593,1
DB00356,DB00599,1
DB00356,DB00607,-1
DB00356,DB00611,1
DB00356,DB00623,1
DB00356,DB00628,1
DB00356,DB00633,1
DB00356,DB00647,1
DB00356,DB00648,-1
DB00356,DB00652,1
DB00356,DB00656,1
DB00356,DB00660,1
DB00356,DB00679,-1
DB00356,DB00690,1
DB00356,DB00697,1
DB00356,DB00708,1
DB00356,DB00737,1
DB00356,DB00745,-1
DB00356,DB00747,1
DB00356,DB00753,1
DB00356,DB00802,1
DB00356,DB00813,1
DB00356,DB00818,1
DB00356,DB00822,-1
DB00356,DB00829,1
DB00356,DB00831,1
DB00356,DB00842,1
DB00356,DB00844,1
DB00356,DB00850,1
DB00356,DB00906,1
DB00356,DB00909,1
DB00356,DB00921,1
DB00356,DB00934,1
DB00356,DB00949,1
DB00356,DB00961,1
DB00356,DB00962,1
DB00356,DB00967,1
DB00356,DB00980,1
DB00356,DB00985,1
DB00356,DB00996,1
DB00356,DB01002,1
DB00356,DB01018,1
DB00356,DB01041,1
DB00356,DB01065,1
DB00356,DB01068,1
DB00356,DB01069,1
DB00356,DB01080,1
DB00356,DB01081,1
DB00356,DB01100,1
DB00356,DB01106,1
DB00356,DB01114,1
DB00356,DB01156,-1
DB00356,DB01173,1
DB00356,DB01175,1
DB00356,DB01176,1
DB00356,DB01189,1
DB00356,DB01192,1
DB00356,DB01198,1
DB00356,DB01202,1
DB00356,DB01215,1
DB00356,DB01219,1
DB00356,DB01221,1
DB00356,DB01224,1
DB00356,DB01235,1
DB00356,DB01236,1
DB00356,DB01238,1
DB00356,DB01239,1
DB00356,DB01267,1
DB00356,DB01440,1
DB00356,DB01452,1
DB00356,DB01544,1
DB00356,DB01545,1
DB00356,DB01551,1
DB00356,DB01558,1
DB00356,DB01563,1
DB00356,DB01588,1
DB00356,DB01589,1
DB00356,DB01595,1
DB00356,DB01623,1
DB00356,DB02665,1
DB00356,DB02703,1
DB00356,DB04844,1
DB00356,DB05271,1
DB00356,DB06288,1
DB00356,DB06700,1
DB00358,DB00180,1
DB00358,DB00184,1
DB00358,DB00185,1
DB00358,DB00186,-1
DB00358,DB00202,1
DB00358,DB00204,1
DB00358,DB00209,-1
DB00358,DB00216,1
DB00358,DB00218,1
DB00358,DB00230,-1
DB00358,DB00245,-1
DB00358,DB00255,1
DB00358,DB00261,1
DB00358,DB00273,-1
DB00358,DB00313,-1
DB00358,DB00324,1
DB00358,DB00332,-1
DB00358,DB00363,1
DB00358,DB00371,-1
DB00358,DB00373,1
DB00358,DB00376,-1
DB00358,DB00387,-1
DB00358,DB00394,1
DB00358,DB00424,-1
DB00358,DB00433,1
DB00358,DB00439,1
DB00358,DB00450,1
DB00358,DB00489,1
DB00358,DB00521,1
DB00358,DB00523,1
DB00358,DB00530,1
DB00358,DB00539,1
DB00358,DB00547,1
DB00358,DB00555,-1
DB00358,DB00556,1
DB00358,DB00572,-1
DB00358,DB00575,1
DB00358,DB00591,1
DB00358,DB00593,-1
DB00358,DB00599,-1
DB00358,DB00604,1
DB00358,DB00607,-1
DB00358,DB00612,1
DB00358,DB00623,1
DB00358,DB00628,-1
DB00358,DB00648,-1
DB00358,DB00670,-1
DB00358,DB00679,1
DB00358,DB00687,1
DB00358,DB00697,-1
DB00358,DB00709,1
DB00358,DB00732,-1
DB00358,DB00738,1
DB00358,DB00740,-1
DB00358,DB00742,1
DB00358,DB00745,-1
DB00358,DB00747,-1
DB00358,DB00751,1
DB00358,DB00757,1
DB00358,DB00758,1
DB00358,DB00776,-1
DB00358,DB00783,1
DB00358,DB00804,-1
DB00358,DB00809,-1
DB00358,DB00810,-1
DB00358,DB00819,-1
DB00358,DB00829,-1
DB00358,DB00831,1
DB00358,DB00850,1
DB00358,DB00882,1
DB00358,DB00889,1
DB00358,DB00906,-1
DB00358,DB00909,-1
DB00358,DB00949,-1
DB00358,DB00960,1
DB00358,DB00962,-1
DB00358,DB00967,-1
DB00358,DB00973,1
DB00358,DB00977,1
DB00358,DB00979,-1
DB00358,DB00986,-1
DB00358,DB00996,-1
DB00358,DB01013,1
DB00358,DB01019,1
DB00358,DB01030,1
DB00358,DB01036,-1
DB00358,DB01047,1
DB00358,DB01062,-1
DB00358,DB01068,-1
DB00358,DB01069,1
DB00358,DB01080,-1
DB00358,DB01085,1
DB00358,DB01100,1
DB00358,DB01155,1
DB00358,DB01165,1
DB00358,DB01173,-1
DB00358,DB01175,1
DB00358,DB01182,1
DB00358,DB01183,1
DB00358,DB01184,1
DB00358,DB01193,1
DB00358,DB01195,1
DB00358,DB01202,-1
DB00358,DB01203,1
DB00358,DB01215,-1
DB00358,DB01224,1
DB00358,DB01238,1
DB00358,DB01261,1
DB00358,DB01267,1
DB00358,DB01273,1
DB00358,DB01337,-1
DB00358,DB01380,1
DB00358,DB01394,1
DB00358,DB01396,1
DB00358,DB01410,1
DB00358,DB01590,1
DB00358,DB01595,-1
DB00358,DB01611,1
DB00358,DB01708,1
DB00358,DB02703,1
DB00358,DB04165,-1
DB00358,DB04844,1
DB00358,DB06781,1
DB00360,DB00820,1
DB00360,DB00862,1
DB00360,DB01235,1
DB00361,DB00216,1
DB00361,DB00255,1
DB00361,DB00363,1
DB00361,DB00373,1
DB00361,DB00439,1
DB00361,DB00523,1
DB00361,DB00530,1
DB00361,DB00531,1
DB00361,DB00539,1
DB00361,DB00555,1
DB00361,DB00575,1
DB00361,DB00607,-1
DB00361,DB00648,-1
DB00361,DB00679,1
DB00361,DB00709,1
DB00361,DB00742,1
DB00361,DB00745,-1
DB00361,DB00751,1
DB00361,DB00758,1
DB00361,DB00783,1
DB00361,DB00829,1
DB00361,DB00882,1
DB00361,DB00973,1
DB00361,DB00977,1
DB00361,DB01030,1
DB00361,DB01156,-1
DB00361,DB01183,1
DB00361,DB01184,1
DB00361,DB01193,1
DB00361,DB01202,1
DB00361,DB01203,1
DB00361,DB01224,1
DB00361,DB01238,1
DB00361,DB01261,1
DB00361,DB01394,1
DB00361,DB01396,-1
DB00361,DB01590,1
DB00361,DB02703,1
DB00361,DB04817,1
DB00362,DB00204,-1
DB00362,DB00230,1
DB00362,DB00364,-1
DB00362,DB00381,1
DB00362,DB00393,1
DB00362,DB00401,1
DB00362,DB00425,1
DB00362,DB00490,-1
DB00362,DB00528,1
DB00362,DB00555,1
DB00362,DB00568,1
DB00362,DB00604,1
DB00362,DB00681,-1
DB00362,DB00884,1
DB00362,DB00900,-1
DB00362,DB00996,1
DB00362,DB01008,1
DB00362,DB01054,1
DB00362,DB01100,1
DB00362,DB01244,1
DB00362,DB01427,1
DB00362,DB04743,1
DB00362,DB06694,1
DB00362,DB06712,1
DB00362,DB07615,1
DB00363,DB00177,-1
DB00363,DB00181,1
DB00363,DB00182,-1
DB00363,DB00184,-1
DB00363,DB00185,-1
DB00363,DB00186,1
DB00363,DB00191,-1
DB00363,DB00197,-1
DB00363,DB00204,1
DB00363,DB00213,1
DB00363,DB00216,-1
DB00363,DB00218,1
DB00363,DB00230,1
